Date Received,Product Name,Sub Product,Issue,Sub Issue,Consumer Complaint Narrative,Company Public Response,Company,State Name,Zip Code,Tags,Consumer Consent Provided,Submitted via,Date Sent to Company,Company Response to Consumer,Timely Response,Consumer Disputed,Complaint ID
2013-08-22,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,NJ,8830,,N/A,Referral,2013-08-26,Closed with explanation,Yes,Yes,500853
2013-08-02,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,LA,70003,,N/A,Referral,2013-08-06,Closed with explanation,Yes,No,473604
2013-07-27,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,TN,37921,,N/A,Web,2013-07-27,Closed with non-monetary relief,Yes,No,468424
2013-07-27,Debt collection,Non-federal student loan,False statements or representation,Attempted to collect wrong amount,,,Discover,MN,56401,,N/A,Web,2013-07-30,Closed with non-monetary relief,Yes,No,468426
2013-07-27,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,"TransUnion Intermediate Holdings, Inc.",IN,46268,,N/A,Web,2013-07-27,Closed with explanation,Yes,No,468428
2013-07-27,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,,,"TransUnion Intermediate Holdings, Inc.",IN,46268,,N/A,Web,2013-08-01,Closed with explanation,Yes,No,468429
2013-08-05,Credit card,,Late fee,,,,Citibank,OK,73112,Older American,N/A,Phone,2013-08-07,Closed with monetary relief,Yes,No,473865
2013-08-05,Credit reporting,,Incorrect information on credit report,Public record,,,Experian,IN,46928,,N/A,Web,2013-08-05,Closed with non-monetary relief,Yes,No,473875
2013-08-22,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Ally Financial Inc.,WV,25413,Servicemember,N/A,Web,2013-08-23,Closed with explanation,Yes,No,500196
2013-08-15,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,Alorica Inc.,AZ,85014,Older American,N/A,Postal mail,2013-08-19,Closed with explanation,Yes,Yes,490176
2013-07-27,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,NV,89135,,N/A,Web,2013-07-30,Closed with explanation,Yes,Yes,468437
2013-08-09,Bank account or service,Checking account,"Account opening, closing, or management",,,,"SunTrust Banks, Inc.",VA,23231,,N/A,Referral,2013-08-12,Closed with non-monetary relief,Yes,No,485707
2013-08-23,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Bayview Loan Servicing, LLC",MO,63017,,N/A,Web,2013-08-23,Closed with explanation,Yes,Yes,502072
2013-08-23,Bank account or service,Checking account,Problems caused by my funds being low,,,,TD Bank US Holding Company,MD,20708,,N/A,Web,2013-08-29,Closed with monetary relief,Yes,No,502074
2013-07-27,Debt collection,Auto,Cont'd attempts collect debt not owed,Debt is not mine,,,"Convergent Resources, Inc.",FL,34950,,N/A,Web,2013-08-01,Closed,Yes,No,459193
2013-07-27,Credit card,,Billing disputes,,,,Synchrony Financial,CA,95655,Older American,N/A,Web,2013-07-27,Closed with monetary relief,Yes,No,476003
2013-08-05,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,PA,17603,,N/A,Phone,2013-08-08,Closed with explanation,Yes,No,473882
2013-08-23,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Bank of America,GA,30248,,N/A,Web,2013-08-23,Closed with explanation,Yes,Yes,501368
2013-07-28,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,IL,60164,,N/A,Web,2013-07-30,Closed with explanation,Yes,Yes,468448
2013-08-09,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,MI,48070,,N/A,Web,2013-08-12,Closed with explanation,Yes,No,485354
2013-08-09,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,Equifax,NY,10989,,N/A,Web,2013-08-13,Closed with non-monetary relief,Yes,No,485359
2013-08-09,Debt collection,Non-federal student loan,Communication tactics,Called outside of 8am-9pm,,,"Navient Solutions, Inc.",CA,95065,,N/A,Phone,2013-08-13,Closed with non-monetary relief,Yes,No,485289
2013-08-23,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,JPMorgan Chase & Co.,CO,81230,,N/A,Web,2013-08-23,Closed with monetary relief,Yes,No,502084
2013-08-23,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Experian,NY,10462,,N/A,Web,2013-08-26,Closed with explanation,Yes,No,501732
2013-07-28,Debt collection,Credit card,Improper contact or sharing of info,Talked to a third party about my debt,,,Citibank,MA,1085,Older American,N/A,Web,2013-07-27,Closed with explanation,Yes,No,468455
2013-08-23,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,Bank of America,AR,72761,,N/A,Web,2013-08-23,Closed with explanation,Yes,Yes,502087
2013-08-15,Bank account or service,Checking account,Problems caused by my funds being low,,,,Bank of America,GA,30038,,N/A,Fax,2013-08-19,Closed with explanation,Yes,Yes,490204
2013-08-05,Mortgage,Second mortgage,"Loan servicing, payments, escrow account",,,,BBVA Compass,TX,76054,,N/A,Postal mail,2013-08-08,Closed with non-monetary relief,Yes,Yes,475828
2013-07-28,Credit card,,Rewards,,,,Citibank,NC,28277,,N/A,Web,2013-07-29,Closed with explanation,Yes,Yes,468464
2013-08-23,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MO,64093,,N/A,Web,2013-08-23,Closed with explanation,Yes,No,502095
2013-08-05,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,NJ,7936,,N/A,Phone,2013-08-08,Closed with explanation,Yes,No,471988
2013-08-22,Bank account or service,Savings account,Deposits and withdrawals,,,,Wells Fargo & Company,NC,27705,,N/A,Phone,2013-08-23,Closed with explanation,Yes,No,500220
2013-08-15,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,Encore Capital Group,TX,76248,,N/A,Web,2013-08-15,Closed with explanation,Yes,Yes,490208
2013-08-05,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Accord Creditor Services, LLC",FL,33176,Older American,N/A,Web,2013-08-05,Closed with explanation,Yes,No,455937
2013-08-02,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,IL,60523,Older American,N/A,Web,2013-08-06,Closed with explanation,Yes,No,473069
2013-07-28,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,Wells Fargo & Company,NY,12460,,N/A,Web,2013-07-31,Closed with explanation,Yes,No,468472
2013-07-28,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"National Enterprise Systems, Inc.",UT,84116,,N/A,Web,2013-07-29,Closed with non-monetary relief,Yes,No,468476
2013-08-02,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,SC,29681,,N/A,Referral,2013-08-07,Closed with explanation,Yes,Yes,473567
2013-08-09,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,JPMorgan Chase & Co.,NJ,7728,,N/A,Referral,2013-08-12,Closed with explanation,Yes,Yes,486081
2013-08-22,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,MO,63107,,N/A,Referral,2013-09-05,Closed with explanation,Yes,No,500231
2013-07-28,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,"Bayview Loan Servicing, LLC",CA,95824,,N/A,Web,2013-07-31,Closed with explanation,Yes,No,468477
2013-08-22,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,,,"Capital Management Services, LP",GA,30294,,N/A,Web,2013-08-22,Closed,Yes,No,500227
2013-08-23,Credit card,,Identity theft / Fraud / Embezzlement,,,,Synchrony Financial,IL,61008,,N/A,Web,2013-08-23,Closed with non-monetary relief,Yes,No,502104
2013-08-09,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,CA,95615,,N/A,Web,2013-08-12,Closed with explanation,Yes,Yes,485216
2013-08-09,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,Encore Capital Group,CA,94102,,N/A,Web,2013-08-09,Closed with explanation,Yes,No,485384
2013-08-22,Credit card,,Rewards,,,,Capital One,CA,92081,,N/A,Referral,2013-08-26,Closed with monetary relief,Yes,No,500232
2013-07-28,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,94561,,N/A,Web,2013-07-31,Closed with explanation,Yes,Yes,468483
2013-08-23,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,Wells Fargo & Company,NJ,7950,,N/A,Web,2013-08-23,Closed with explanation,Yes,No,501275
2013-07-28,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,MA,1834,,N/A,Web,2013-07-30,Closed with explanation,Yes,Yes,468487
2013-08-02,Consumer Loan,Vehicle loan,Taking out the loan or lease,,,,Santander Consumer USA Holdings Inc,MS,38751,,N/A,Web,2013-08-05,Closed with explanation,Yes,No,473092
2013-08-15,Credit card,,Billing disputes,,,,Capital One,MD,21282,,N/A,Referral,2013-08-16,Closed with explanation,Yes,No,490234
2013-08-22,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,FL,33409,,N/A,Referral,2013-08-23,Closed with explanation,Yes,No,499259
2013-08-05,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",GA,30022,,N/A,Web,2013-08-07,Closed with monetary relief,Yes,No,473925
2013-08-09,Debt collection,Credit card,Communication tactics,Used obscene/profane/abusive language,,,"Platinum Holdings Group, LLC",TX,78413,,N/A,Phone,2013-10-23,Closed with explanation,No,,485393
2013-08-22,Credit card,,Late fee,,,,"Citizens Financial Group, Inc.",CA,91342,,N/A,Referral,2013-08-23,Closed with monetary relief,Yes,No,501140
2013-08-22,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,AZ,85255,,N/A,Referral,2013-08-26,Closed with explanation,Yes,No,500239
2013-07-28,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,Equifax,TX,75068,,N/A,Web,2013-08-02,Closed with non-monetary relief,Yes,No,475754
2013-07-28,Credit reporting,,Credit reporting company's investigation,Investigation took too long,,,Equifax,AZ,85008,,N/A,Web,2013-07-28,Closed with explanation,Yes,Yes,479854
2013-08-23,Credit card,,Balance transfer,,,,Bank of America,OR,97080,,N/A,Referral,2013-08-26,Closed with explanation,Yes,Yes,503426
2013-08-22,Mortgage,Other mortgage,Settlement process and costs,,,,USAA Savings,NV,89135,,N/A,Referral,2013-08-26,Closed with monetary relief,Yes,No,500244
2013-08-09,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,OH,43701,,N/A,Phone,2013-08-12,Closed with explanation,Yes,No,485403
2013-07-28,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,"Dynamic Recovery Solutions, LLC",TX,78225,,N/A,Web,2013-08-23,Closed with explanation,Yes,Yes,468497
2013-07-28,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,Amex,TX,78225,,N/A,Web,2013-07-28,Closed with explanation,Yes,Yes,468498
2013-07-28,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",TX,78225,,N/A,Web,2013-07-28,Closed with non-monetary relief,Yes,No,468499
2013-08-23,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,Regions Financial Corporation,FL,32506,,N/A,Referral,2013-08-26,Closed,Yes,No,503476
2013-08-15,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MN,55441,,N/A,Referral,2013-08-16,Closed with explanation,Yes,No,490244
2013-08-02,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,MN,55433,,N/A,Web,2013-08-06,Closed with non-monetary relief,Yes,No,474931
2013-08-15,Bank account or service,Checking account,"Account opening, closing, or management",,,,Citibank,CA,94541,,N/A,Referral,2013-08-16,Closed with explanation,Yes,No,490248
2013-07-28,Credit card,,Billing disputes,,,,JPMorgan Chase & Co.,MD,20841,,N/A,Web,2013-07-28,Closed with non-monetary relief,Yes,Yes,468510
2013-08-22,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,CA,92131,,N/A,Web,2013-08-23,Closed with explanation,Yes,Yes,500257
2013-08-02,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,MI,49445,Servicemember,N/A,Web,2013-08-06,Closed with explanation,Yes,No,473082
2013-08-15,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,Bank of the West,CA,94602,,N/A,Referral,2013-08-19,Closed with explanation,Yes,No,490251
2013-08-15,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,U.S. Bancorp,CA,92653,,N/A,Referral,2013-08-21,Closed with explanation,Yes,No,490253
2013-08-15,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,TX,75024,,N/A,Referral,2013-08-19,Closed with monetary relief,Yes,No,490255
2013-08-15,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Carrington Mortgage Holdings, LLC.",MN,55443,,N/A,Referral,2013-08-21,Closed with explanation,Yes,No,490256
2013-08-23,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,RI,2919,,N/A,Web,2013-08-26,Closed with explanation,Yes,No,502134
2013-08-09,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,,"Associated Credit Services, Inc.",PA,15216,Older American,N/A,Phone,2013-08-13,Closed with non-monetary relief,Yes,No,485422
2013-08-02,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,Bank of America,NH,3842,Older American,N/A,Phone,2013-08-07,Closed with explanation,Yes,Yes,473120
2013-08-15,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,NJ,7208,,N/A,Referral,2013-08-26,Closed with explanation,Yes,No,490259
2013-08-15,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,CA,93721,,N/A,Referral,2013-08-19,Closed with explanation,Yes,No,491104
2013-08-09,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Nationstar Mortgage,CA,95129,,N/A,Web,2013-08-13,Closed with explanation,Yes,No,485770
2013-08-23,Credit card,,Billing disputes,,,,Wells Fargo & Company,FL,33558,,N/A,Referral,2013-08-26,Closed with explanation,Yes,No,502144
2013-08-15,Bank account or service,Checking account,Problems caused by my funds being low,,,,Bank of America,CA,93035,,N/A,Referral,2013-08-19,Closed with explanation,Yes,No,490272
2013-08-15,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,TX,75034,,N/A,Web,2013-08-16,Closed with explanation,Yes,No,490267
2013-07-28,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,PA,17043,,N/A,Web,2013-07-28,Closed with explanation,Yes,No,467566
2013-08-02,Credit card,,Advertising and marketing,,,,Citibank,IN,46360,,N/A,Postal mail,2013-08-05,Closed with explanation,Yes,No,473111
2013-08-15,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,CT,6890,,N/A,Referral,2013-08-21,Closed with explanation,Yes,No,490270
2013-08-23,Mortgage,Other mortgage,Other,,,,Bank of America,CA,92840,,N/A,Referral,2013-08-26,Closed with explanation,Yes,No,501954
2013-08-09,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",SC,29487,,N/A,Phone,2013-08-13,Closed with explanation,Yes,No,485358
2013-08-05,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Banco Popular de Puerto Rico,PR,926,,N/A,Web,2013-08-08,Closed with explanation,Yes,No,473975
2013-08-23,Debt collection,Medical,Communication tactics,Called outside of 8am-9pm,,,Allied Interstate LLC,NY,11221,Older American,N/A,Referral,2013-08-26,Closed with non-monetary relief,Yes,No,502157
2013-08-22,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"Expert Global Solutions, Inc.",GA,30311,,N/A,Phone,2013-10-01,Closed with explanation,Yes,No,500287
2013-08-22,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,CIT Bank National Association,NY,11236,,N/A,Web,2013-08-23,Closed with explanation,Yes,No,500288
2013-08-05,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Pleasant Valley Home Mortgage Corporation,CT,6089,,N/A,Web,2013-08-08,Closed with explanation,No,,473992
2013-08-05,Credit card,,Billing statement,,,,Synchrony Financial,MO,64759,,N/A,Web,2013-08-07,Closed with explanation,Yes,No,473996
2013-08-09,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,JPMorgan Chase & Co.,CA,94103,,N/A,Web,2013-08-14,Closed with explanation,Yes,Yes,485088
2013-08-23,Credit card,,Identity theft / Fraud / Embezzlement,,,,Capital One,IA,51104,,N/A,Web,2013-08-23,Closed with monetary relief,Yes,Yes,502172
2013-08-15,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,Discover,MD,20722,,N/A,Web,2013-08-20,Closed with non-monetary relief,Yes,No,490299
2013-08-23,Bank account or service,Checking account,Using a debit or ATM card,,,,TD Bank US Holding Company,VA,22302,,N/A,Web,2013-08-23,Closed with explanation,Yes,Yes,502178
2013-08-09,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,FL,33316,,N/A,Referral,2013-08-12,Closed with explanation,Yes,No,485429
2013-08-09,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,GA,30016,Older American,N/A,Web,2013-08-13,Closed with explanation,Yes,No,485790
2013-08-23,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Yale Mortgage Corporation,FL,33167,,N/A,Postal mail,2013-08-26,Closed with explanation,Yes,No,502185
2013-07-29,Consumer Loan,Vehicle loan,Shopping for a loan or lease,,,,Hyundai Capital America,PA,18102,,N/A,Web,2013-07-31,Closed,Yes,No,468566
2013-08-05,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,GA,30252,,N/A,Phone,2013-08-07,Closed with explanation,Yes,No,474010
2013-08-15,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,95116,,N/A,Web,2013-08-16,Closed with explanation,Yes,No,490322
2013-08-23,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,MI,48066,Older American,N/A,Phone,2013-08-26,Closed with explanation,Yes,Yes,501405
2013-08-09,Mortgage,Other mortgage,Other,,,,Wells Fargo & Company,CA,90660,,N/A,Referral,2013-08-13,Closed with explanation,Yes,No,485806
2013-08-23,Credit card,,Delinquent account,,,,JPMorgan Chase & Co.,NC,27874,Older American,N/A,Phone,2013-08-26,Closed with explanation,Yes,No,502196
2013-08-22,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",TN,37919,,N/A,Phone,2013-08-23,Closed with explanation,Yes,No,500315
2013-08-05,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,91001,,N/A,Phone,2013-08-08,Closed with explanation,Yes,No,474019
2013-08-23,Credit reporting,,Incorrect information on credit report,Account terms,,,Experian,NJ,7090,,N/A,Web,2013-08-23,Closed with non-monetary relief,Yes,No,501666
2013-08-15,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ocwen,CA,91306,,N/A,Web,2013-08-20,Closed with explanation,Yes,No,491203
2013-07-29,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,PHH Mortgage,MO,63033,,N/A,Referral,2013-08-08,Closed with explanation,Yes,Yes,468752
2013-08-09,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Citibank,NY,11742,,N/A,Web,2013-08-13,Closed with explanation,Yes,No,485817
2013-08-02,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,"Expert Global Solutions, Inc.",MD,21222,,N/A,Phone,2013-08-08,Closed with explanation,Yes,No,473184
2013-08-23,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,ME,4402,,N/A,Web,2013-08-23,Closed with explanation,Yes,No,502210
2013-08-09,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Experian,NJ,7111,,N/A,Web,2013-08-09,Closed with explanation,Yes,No,485494
2013-07-29,Credit card,,Billing disputes,,,,JPMorgan Chase & Co.,NJ,7731,,N/A,Fax,2013-07-30,Closed with monetary relief,Yes,Yes,475859
2013-08-15,Credit card,,Transaction issue,,,,Wells Fargo & Company,WI,54915,Older American,N/A,Phone,2013-08-19,Closed with non-monetary relief,Yes,No,490342
2013-08-05,Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,,,Sallie Mae,TX,78704,,N/A,Phone,2013-08-07,Closed with monetary relief,Yes,No,474036
2013-08-22,Bank account or service,Checking account,Deposits and withdrawals,,,,"Citizens Financial Group, Inc.",PA,17011,,N/A,Web,2013-08-23,Closed with monetary relief,Yes,No,500330
2013-08-22,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,,,"EOS Holdings, Inc.",MI,48239,Older American,N/A,Web,2013-08-23,Closed with explanation,Yes,No,500331
2013-08-02,Credit card,,Late fee,,,,Synchrony Financial,IL,62951,,N/A,Web,2013-08-02,Closed with monetary relief,Yes,No,473190
2013-08-02,Debt collection,I do not know,Disclosure verification of debt,Right to dispute notice not received,,,"Dynamic Recovery Solutions, LLC",CA,90803,,N/A,Web,2013-08-20,Closed with explanation,No,,473201
2013-08-05,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,NY,10701,,N/A,Referral,2013-08-16,Closed with explanation,Yes,No,474055
2013-08-15,Debt collection,I do not know,Improper contact or sharing of info,Talked to a third party about my debt,,,"The Regional Adjustment Bureau, Incorporated",NY,11215,,N/A,Web,2013-08-15,Closed with non-monetary relief,Yes,No,490349
2013-08-23,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Wells Fargo & Company,PA,17011,,N/A,Web,2013-08-23,Closed with explanation,Yes,No,502233
2013-08-23,Mortgage,Second mortgage,Credit decision / Underwriting,,,,Franklin Credit Management,TX,79118,,N/A,Web,2013-09-04,Closed with explanation,Yes,No,501175
2013-08-15,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,NJ,8021,,N/A,Web,2013-08-16,Closed with explanation,Yes,No,490354
2013-08-15,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,OR,97229,,N/A,Web,2013-08-15,Closed with non-monetary relief,Yes,No,490357
2013-08-22,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,HSBC North America Holdings Inc.,CA,92301,,N/A,Web,2013-08-23,Closed with explanation,Yes,No,500356
2013-08-09,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,M&T Bank Corporation,DE,19963,,N/A,Web,2013-08-12,Closed with explanation,Yes,Yes,485517
2013-08-09,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Flagstar Bank,WI,54301,,N/A,Web,2013-08-12,Closed with explanation,Yes,Yes,485519
2013-08-15,Credit card,,Transaction issue,,,,Synchrony Financial,FL,32459,Older American,N/A,Web,2013-08-20,Closed with explanation,Yes,No,490923
2013-08-09,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Citibank,MA,1073,,N/A,Phone,2013-08-13,Closed with explanation,Yes,No,485869
2013-07-29,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,Equifax,NH,3054,,N/A,Web,2013-07-29,Closed with non-monetary relief,Yes,Yes,468613
2013-07-29,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,,,"TransUnion Intermediate Holdings, Inc.",NH,3054,,N/A,Web,2013-07-29,Closed with non-monetary relief,Yes,No,468614
2013-07-29,Credit reporting,,Incorrect information on credit report,Public record,,,Experian,AL,36072,,N/A,Referral,2013-08-19,Closed with non-monetary relief,Yes,No,468617
2013-07-29,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt was paid,,,"Healthcare Receivable Professionals, LLC",GA,30067,,N/A,Web,2013-08-08,Closed with explanation,Yes,Yes,471211
2013-08-09,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,,,Citibank,PR,983,,N/A,Phone,2013-08-13,Closed with explanation,Yes,No,485531
2013-07-29,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,"Fidelity National Information Services, Inc. (FNIS)",CA,92345,,N/A,Referral,2013-08-19,Closed with explanation,Yes,No,468619
2013-08-09,Bank account or service,Savings account,"Account opening, closing, or management",,,,Ally Financial Inc.,CA,92704,,N/A,Referral,2013-08-12,Closed with explanation,Yes,No,486339
2013-08-23,Bank account or service,Checking account,Problems caused by my funds being low,,,,TD Bank US Holding Company,NJ,8346,,N/A,Web,2013-08-23,Closed with monetary relief,Yes,No,502267
2013-08-15,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,FL,32792,Servicemember,N/A,Referral,2013-08-21,Closed with explanation,Yes,Yes,488883
2013-08-23,Debt collection,"Other (i.e. phone, health club, etc.)",Taking/threatening an illegal action,Threatened arrest/jail if do not pay,,,"United Check Recovery, LLC",TX,76691,,N/A,Web,2013-10-17,Untimely response,No,,502271
2013-08-02,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,92101,,N/A,Web,2013-08-06,Closed with explanation,Yes,No,474973
2013-08-02,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,One Reverse Mortgage,UT,84414,Servicemember,N/A,Web,2013-08-06,Closed with explanation,Yes,Yes,474963
2013-08-05,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,U.S. Bancorp,MD,21222,,N/A,Web,2013-08-12,Closed with explanation,Yes,No,474082
2013-08-23,Credit card,,Other,,,,Citibank,CA,92078,,N/A,Web,2013-08-23,Closed with explanation,Yes,No,501826
2013-08-09,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,Bank of America,MI,48323,Older American,N/A,Web,2013-08-13,Closed with explanation,Yes,Yes,485886
2013-08-09,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,TX,76114,,N/A,Postal mail,2013-08-13,Closed with non-monetary relief,Yes,No,486857
2013-08-09,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Bank of America,MD,20745,Servicemember,N/A,Phone,2013-08-12,Closed with explanation,Yes,Yes,485083
2013-08-22,Mortgage,Conventional fixed mortgage,Settlement process and costs,,,,M&T Bank Corporation,CA,90670,,N/A,Web,2013-08-23,Closed with explanation,Yes,No,500385
2013-07-29,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33020,,N/A,Referral,2013-07-31,Closed with non-monetary relief,Yes,No,468771
2013-08-23,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Citibank,NC,28215,,N/A,Web,2013-08-26,Closed with explanation,Yes,No,502282
2013-08-02,Mortgage,FHA mortgage,Settlement process and costs,,,,U.S. Bancorp,WA,98065,,N/A,Web,2013-08-06,Closed with explanation,Yes,No,473256
